2.997,2.376,1.701,0.790,-0.328,2.023,0.201,1.300,1.110,1.922,1.309,0.910
2.498,1.274,2.094,0.825,-0.251,2.111,0.090,2.253,2.284,2.111,0.852,1.280
0.297,-0.777,2.253,-0.745,-0.869,0.896,-1.163,2.483,2.150,1.044,-0.197,0.795
2.007,0.726,2.317,0.010,-0.833,1.620,-0.162,2.496,2.248,1.713,0.731,0.761
-0.263,-0.047,0.219,0.043,-0.289,0.166,0.152,-0.094,-0.207,-0.009,-0.219,-0.164
1.392,0.618,2.517,0.069,-0.370,1.648,-0.314,2.554,2.855,1.189,0.637,2.345
