0.771,1.839,-1.150
0.542,1.531,0.280
-0.683,1.378,-2.156
1.110,0.338,-0.191
0.377,-0.858,-0.338
0.148,0.960,-1.222
-0.101,1.028,1.188
-0.916,1.387,-1.986
-0.746,1.369,-1.968
0.637,1.220,-1.344
-0.346,0.815,0.043
0.442,0.720,-1.516
