,PH_Al,PH_Al2,PH_Si,PH_AlSi2Sr,EL_Sr
0,0.5034301,0.44076118,0.052609026,3.3563701e-06,0.0
1,0.50345355,0.43682727,0.05212599,3.237481e-06,0.0005
2,0.50347704,0.43289334,0.05164295,3.1185918e-06,0.001
3,0.5035005,0.4289594,0.05115992,2.9997318e-06,0.0015
4,0.50352395,0.42502546,0.050676882,2.8808718e-06,0.002
5,0.50354743,0.42109156,0.05019385,2.7619826e-06,0.0025
6,0.5035709,0.41715765,0.049710814,2.6430935e-06,0.003
7,0.5035944,0.41322368,0.04922778,2.5242043e-06,0.0035
8,0.5036179,0.40928978,0.048744746,2.405286e-06,0.004
9,0.50364137,0.40535587,0.048261713,2.286426e-06,0.0045
10,0.5036648,0.4014219,0.047778677,2.167566e-06,0.005
11,0.50369203,0.4013365,0.04776971,9.657844e-06,0.0055
12,0.503716,0.40130624,0.04776709,1.7299695e-05,0.006
13,0.50373995,0.40127602,0.04776447,2.4941575e-05,0.0065
14,0.50376385,0.40124577,0.04776185,3.2583455e-05,0.007
15,0.5037878,0.40121555,0.047759227,4.0225335e-05,0.0075
16,0.5038118,0.40118533,0.04775661,4.7867215e-05,0.008
17,0.50383574,0.40115505,0.047753986,5.5509052e-05,0.0085
18,0.50385964,0.40112484,0.047751367,6.315089e-05,0.009
19,0.5038836,0.40109462,0.047748744,7.079283e-05,0.0095
20,0.50390756,0.4010644,0.047746126,7.843471e-05,0.01
21,0.5039315,0.40103415,0.047743503,8.607659e-05,0.0105
22,0.5039555,0.4010039,0.04774088,9.371844e-05,0.011
23,0.5039794,0.40097368,0.04773826,0.00010136032,0.0115
24,0.5040033,0.40094346,0.04773564,0.00010900221,0.012
25,0.50402725,0.40091318,0.04773302,0.00011664408,0.0125
26,0.5040512,0.40088296,0.047730397,0.00012428596,0.013
27,0.50407517,0.40085274,0.04772778,0.00013192781,0.0135
28,0.5040991,0.4008225,0.047725156,0.00013956972,0.014
29,0.50412303,0.40079227,0.047722537,0.0001472116,0.0145
30,0.504147,0.40076202,0.047719914,0.00015485342,0.015
31,0.5041709,0.4007318,0.047717296,0.00016249531,0.0155
32,0.50419486,0.40070155,0.047714673,0.00017013721,0.016
33,0.5042188,0.4006713,0.047712054,0.00017777907,0.0165
34,0.5042428,0.40064108,0.04770943,0.00018542097,0.017
35,0.5042667,0.40061086,0.047706813,0.00019306285,0.0175
36,0.50429064,0.40058059,0.04770419,0.0002007047,0.018
37,0.5043146,0.40055037,0.04770157,0.00020834661,0.0185
38,0.5043385,0.40052015,0.04769895,0.00021598845,0.019
39,0.50436246,0.40048993,0.04769633,0.00022363031,0.0195
40,0.5043864,0.40045968,0.047693707,0.0002312722,0.02
41,0.5044104,0.40042943,0.04769109,0.00023891409,0.0205
42,0.50443435,0.40039918,0.047688466,0.00024655592,0.021
43,0.50445825,0.40036896,0.047685847,0.0002541978,0.0215
44,0.5044822,0.40033874,0.047683224,0.00026183968,0.022
45,0.5045062,0.4003085,0.047680605,0.0002694816,0.0225
46,0.5045301,0.40027827,0.047677983,0.00027712347,0.023
47,0.50455403,0.400248,0.04767536,0.00028476532,0.0235
48,0.504578,0.40021777,0.04767274,0.00029240717,0.024
49,0.50460196,0.40018755,0.04767012,0.00030004908,0.0245
50,0.50462586,0.40015733,0.0476675,0.00030769093,0.025
51,0.5046498,0.40012708,0.047664877,0.0003153328,0.0255
52,0.5046738,0.40009683,0.04766226,0.00032297472,0.026
53,0.5046977,0.4000666,0.047659636,0.00033061657,0.0265
54,0.50472164,0.4000364,0.047657017,0.00033825848,0.027
55,0.5047456,0.40000615,0.047654394,0.00034590033,0.0275
56,0.50476956,0.39997593,0.047651775,0.00035354224,0.028
57,0.50479347,0.39994568,0.047649153,0.0003611841,0.0285
58,0.5048174,0.39991543,0.047646534,0.00036882595,0.029
59,0.5048413,0.39988518,0.04764391,0.00037646783,0.0295
60,0.5048653,0.39985496,0.047641292,0.00038410968,0.03
61,0.50488925,0.39982474,0.04763867,0.00039175156,0.0305
62,0.5049132,0.39979452,0.04763605,0.00039939344,0.031
63,0.5049372,0.39976424,0.047633428,0.00040703535,0.0315
64,0.5049611,0.39973402,0.04763081,0.00041467723,0.032
65,0.50498503,0.3997038,0.047628187,0.0004223191,0.0325
66,0.50500894,0.39967355,0.047625568,0.00042996096,0.033
67,0.5050329,0.39964333,0.047622945,0.00043760287,0.0335
68,0.50505686,0.39961308,0.047620326,0.00044524475,0.034
69,0.5050808,0.39958283,0.047617704,0.00045288654,0.0345
70,0.5051048,0.3995526,0.04761508,0.00046052848,0.035
71,0.50512874,0.39952236,0.047612462,0.00046817033,0.0355
72,0.50515264,0.39949214,0.04760984,0.00047581218,0.036
73,0.5051766,0.39946187,0.04760722,0.0004834541,0.0365
74,0.5052005,0.39943165,0.047604598,0.00049109594,0.037
75,0.50522447,0.39940143,0.04760198,0.00049873785,0.0375
76,0.5052484,0.3993712,0.047599357,0.0005063797,0.038
77,0.5052724,0.39934096,0.047596738,0.0005140216,0.0385
78,0.50529635,0.39931074,0.047594115,0.00052166346,0.039
79,0.50532025,0.3992805,0.047591496,0.0005293054,0.0395
80,0.5053442,0.39925024,0.047588874,0.00053694716,0.04
81,0.5053681,0.39922,0.047586255,0.0005445891,0.0405
82,0.5053921,0.39918977,0.047583632,0.000552231,0.041
83,0.50541604,0.39915955,0.047581013,0.00055987283,0.0415
84,0.50544,0.39912933,0.04757839,0.00056751474,0.042
85,0.50546396,0.39909908,0.04757577,0.00057515653,0.0425
86,0.50548786,0.39906886,0.04757315,0.0005827985,0.043
87,0.5055118,0.3990386,0.04757053,0.0005904403,0.0435
88,0.5055357,0.39900836,0.047567908,0.0005980822,0.044
89,0.5055597,0.3989781,0.04756529,0.0006057241,0.0445
90,0.50558364,0.3989479,0.047562666,0.00061336596,0.045
91,0.5056076,0.39891768,0.047560047,0.0006210079,0.0455
92,0.5056315,0.39888746,0.047557425,0.0006286497,0.046
93,0.50565547,0.3988572,0.047554806,0.0006362916,0.0465
94,0.5056794,0.39882696,0.047552183,0.0006439334,0.047
95,0.50570333,0.39879674,0.04754956,0.00065157533,0.0475
96,0.5057273,0.3987665,0.04754694,0.0006592172,0.048
97,0.50575125,0.39873624,0.04754432,0.0006668591,0.0485
98,0.5057752,0.39870602,0.0475417,0.00067450095,0.049
99,0.5057992,0.39867577,0.047539078,0.0006821428,0.0495
100,0.5058231,0.39864552,0.04753646,0.0006897847,0.05
101,0.50584704,0.3986153,0.047533836,0.0006974266,0.0505
102,0.505871,0.39858508,0.047531217,0.0007050684,0.051
103,0.5058949,0.39855486,0.047528595,0.0007127104,0.0515
104,0.50591886,0.3985246,0.047525976,0.0007203522,0.052
105,0.5059428,0.39849436,0.047523353,0.0007279941,0.0525
106,0.5059668,0.39846414,0.047520734,0.000735636,0.053
107,0.5059907,0.3984339,0.04751811,0.00074327784,0.0535
108,0.50601465,0.39840364,0.047515493,0.00075091975,0.054
109,0.50603855,0.39837343,0.04751287,0.0007585616,0.0545
110,0.5060625,0.3983432,0.04751025,0.0007662035,0.055
111,0.50608647,0.39831296,0.04750763,0.00077384536,0.0555
112,0.5061104,0.3982827,0.04750501,0.0007814872,0.056
113,0.5061344,0.3982525,0.047502387,0.0007891291,0.0565
114,0.5061583,0.39822227,0.04749977,0.00079677097,0.057
115,0.50618225,0.39819202,0.047497146,0.0008044129,0.0575
116,0.50620615,0.3981618,0.047494527,0.00081205467,0.058
117,0.5062301,0.39813155,0.047491904,0.0008196966,0.0585
118,0.5062541,0.39810133,0.04748928,0.0008273385,0.059
119,0.50627804,0.39807108,0.047486663,0.00083498034,0.0595
120,0.506302,0.39804083,0.04748404,0.0008426222,0.06
121,0.5063259,0.3980106,0.04748142,0.0008502641,0.0605
122,0.50634986,0.3979804,0.0474788,0.000857906,0.061
123,0.5063738,0.39795014,0.04747618,0.0008655479,0.0615
124,0.5063977,0.3979199,0.047473557,0.00087318977,0.062
125,0.5064217,0.39788967,0.04747094,0.00088083156,0.0625
126,0.50644565,0.39785942,0.047468316,0.0008884735,0.063
127,0.5064696,0.39782917,0.047465697,0.0008961154,0.0635
128,0.50649357,0.39779896,0.047463074,0.00090375735,0.064
129,0.50651747,0.39776874,0.047460455,0.0009113991,0.0645
130,0.50654143,0.3977385,0.047457833,0.00091904093,0.065
131,0.50656533,0.39770824,0.047455214,0.00092668284,0.0655
132,0.5065893,0.39767802,0.04745259,0.00093432463,0.066
133,0.50661325,0.39764777,0.047449972,0.0009419666,0.0665
134,0.5066372,0.39761755,0.04744735,0.00094960857,0.067
135,0.5066611,0.3975873,0.04744473,0.0009572504,0.0675
136,0.5066851,0.39755708,0.04744211,0.00096489233,0.068
137,0.50670904,0.39752686,0.04743949,0.00097253406,0.0685
138,0.50673294,0.3974966,0.047436867,0.000980176,0.069
139,0.5067569,0.39746636,0.047434248,0.0009878178,0.0695
140,0.50678086,0.39743614,0.047431625,0.0009954597,0.07
141,0.5068048,0.3974059,0.047429007,0.0010031017,0.0705
142,0.5068287,0.39737567,0.047426384,0.0010107436,0.071
143,0.5068527,0.39734542,0.04742376,0.0010183854,0.0715
144,0.50687665,0.3973152,0.047421142,0.0010260271,0.072
145,0.5069006,0.39728495,0.04741852,0.0010336691,0.0725
146,0.5069245,0.39725474,0.0474159,0.0010413111,0.073
147,0.5069485,0.3972245,0.04741328,0.0010489528,0.0735
148,0.50697243,0.39719427,0.04741066,0.0010565948,0.074
149,0.50699633,0.39716402,0.047408037,0.0010642365,0.0745
150,0.5070203,0.39713377,0.047405418,0.0010718785,0.075
151,0.50704426,0.39710355,0.047402795,0.0010795202,0.0755
152,0.50706816,0.3970733,0.047400177,0.0010871622,0.076
153,0.5070921,0.39704308,0.047397554,0.0010948039,0.0765
154,0.5060599,0.39806724,0.047395237,0.0011026512,0.077
155,0.50450206,0.39961606,0.047393072,0.0011106003,0.0775
156,0.50294423,0.4011649,0.047390904,0.0011185496,0.078
157,0.5013864,0.40271375,0.04738874,0.0011264989,0.0785
158,0.49982858,0.4042626,0.047386575,0.001134448,0.079
159,0.4982708,0.4058114,0.047384407,0.001142397,0.0795
160,0.49671298,0.40736026,0.047382243,0.0011503464,0.08
161,0.49515516,0.40890908,0.047380075,0.0011582955,0.0805
162,0.49359733,0.4104579,0.04737791,0.0011662447,0.081
163,0.4920395,0.41200677,0.047375746,0.0011741938,0.0815
164,0.49048167,0.4135556,0.047373578,0.0011821431,0.082
165,0.48892388,0.41510445,0.047371414,0.0011900924,0.0825
166,0.48736608,0.41665325,0.047369245,0.0011980415,0.083
167,0.48580825,0.41820207,0.04736708,0.0012059907,0.0835
168,0.48425043,0.41975093,0.047364917,0.0012139399,0.084
169,0.4826926,0.42129976,0.04736275,0.0012218892,0.0845
170,0.48113477,0.4228486,0.047360584,0.0012298382,0.085
171,0.47957695,0.42439744,0.047358416,0.0012377875,0.0855
