,weight,bias
UTS_Al_1,-9.74,221.32
UTS_Al_2,9.13,221.48
UTS_Si,9.17,221.45
UTS_AlSc2Si2,8.71,221.56
YS_Al_1,-0.09,120.74
YS_Al_2,-1.38,120.98
YS_Si,-1.28,120.97
YS_AlSc2Si2,-2.14,121.10
EL_Al_1,0.71,7.36
EL_Al_2,-0.70,7.35
EL_Si,-0.70,7.35
EL_AlSc2Si2,-0.68,7.35
