-0.031,0.405,0.998,1.268
0.725,0.396,1.556,-2.315
0.057,0.892,1.218,-1.769
1.252,1.205,1.172,0.103
0.212,1.113,1.421,-2.537
-0.865,0.875,0.708,-2.460
-0.201,-0.267,0.081,0.019
-0.117,0.047,-0.067,0.124
0.097,0.198,0.225,-0.269
-0.541,0.583,1.245,-2.015
