,weight,bias
UTS_Al_1,-0.52,-0.09
UTS_Al_2+Si,0.48,-0.08
UTS_AlSc2Si2,0.46,-0.07
YS_Al_1,-0.04,-0.01
YS_Al_2+Si,-0.07,0.01
YS_AlSc2Si2,-0.13,0.02
EL_Al_1,0.52,0.09
EL_Al_2+Si,-0.50,0.08
EL_AlSc2Si2,-0.49,0.08
