,weight,bias
UTS_Al_1,-7889.43,4183.55
UTS_Al_2,51.23,190.47
UTS_Si,3832.38,16.18
UTS_AlSi2Sr,-9682.01,207.17
YS_Al_1,-1600.06,901.58
YS_Al_2,11.57,91.05
YS_Si,1184.06,36.53
YS_AlSi2Sr,-3170.55,95.69
EL_Al_1,320.75,-148.90
EL_Al_2,-0.41,12.97
EL_Si,-718.52,47.11
EL_AlSi2Sr,-76.21,12.97
