,weight,bias
UTS_Al_1,-0.58,0.07
UTS_Al_2+Si,0.48,0.05
UTS_AlSc2Si2,0.44,0.04
YS_Al_1,-0.03,0.00
YS_Al_2+Si,-0.09,-0.01
YS_AlSc2Si2,-0.15,-0.01
EL_Al_1,0.74,-0.09
EL_Al_2+Si,-0.68,-0.07
EL_AlSc2Si2,-0.66,-0.06
