,weight,bias
UTS_Al_1,-2.04,0.82
UTS_Al_2+Si,1.55,-0.84
UTS_AlSc2Si2,65.47,-0.69
YS_Al_1,-0.13,0.05
YS_Al_2+Si,-0.44,0.24
YS_AlSc2Si2,-35.62,0.37
EL_Al_1,3.52,-1.43
EL_Al_2+Si,-3.26,1.77
EL_AlSc2Si2,-155.15,1.63
