0.023,0.270,-0.293
0.728,1.026,-1.825
-1.110,0.308,-0.732
-0.501,-0.397,-0.080
-0.563,-0.446,-0.388
0.104,0.228,-0.274
-0.208,-0.730,2.045
-0.880,-1.846,-0.585
0.291,-0.442,0.487
-2.228,0.786,-1.815
