-0.473,3.509,3.460,3.123,3.237,0.100,-0.139,-0.076,3.765,-0.186,1.650,3.062
-0.423,-0.129,-0.107,0.076,0.079,-0.281,-0.112,0.161,0.064,0.124,-0.053,0.078
-1.509,2.074,2.742,3.001,2.304,0.253,0.703,-0.263,3.453,0.016,1.375,2.847
-1.868,-0.032,1.064,0.446,0.175,0.051,1.646,-0.078,0.259,0.264,-0.347,-0.491
-0.248,0.127,0.247,-0.045,0.275,-0.053,0.213,-0.244,-0.270,-0.118,-0.105,-0.432
0.630,-0.313,2.230,3.390,2.471,0.045,1.958,0.191,1.705,-0.039,3.431,1.331
