,weight,bias
UTS_Al_1,-497.29,250.84
UTS_Al_2,1.37,-0.22
UTS_Si,-434.33,20.64
UTS_AlSi2Sr,428.65,-0.46
YS_Al_1,58.04,-29.79
YS_Al_2,-4.50,0.72
YS_Si,-730.62,34.71
YS_AlSi2Sr,662.14,-0.71
EL_Al_1,699.25,-353.16
EL_Al_2,-6.24,1.00
EL_Si,-917.69,43.60
EL_AlSi2Sr,6.26,-0.01
