,weight,bias
UTS_Al_1,-26.25,17.34
UTS_Al_2,0.19,0.13
UTS_Si,-0.83,-0.48
UTS_AlSi2Sr,0.32,-0.17
YS_Al_1,3.06,-2.54
YS_Al_2,-0.62,-0.43
YS_Si,-1.40,-0.80
YS_AlSi2Sr,0.49,-0.26
EL_Al_1,36.91,-24.82
EL_Al_2,-0.86,-0.59
EL_Si,-1.75,-1.01
EL_AlSi2Sr,0.00,-0.00
