,weight,bias
UTS_Al_1,-2043.19,1233.23
UTS_Al_2,5.62,201.69
UTS_Si,-1784.52,287.39
UTS_AlSi2Sr,1761.18,200.70
YS_Al_1,108.35,39.21
YS_Al_2,-8.39,96.17
YS_Si,-1363.82,159.62
YS_AlSi2Sr,1235.98,93.49
EL_Al_1,678.06,-329.11
EL_Al_2,-6.05,14.32
EL_Si,-889.88,55.63
EL_AlSi2Sr,6.07,13.34
