0.136,0.755,-0.004,1.844,2.945,3.444,2.563,0.268,2.203,2.129
0.973,0.733,0.186,0.735,-1.383,-1.195,0.122,0.682,-1.170,-1.079
3.269,2.055,-0.143,3.529,2.952,0.666,1.253,1.668,3.970,2.973
-0.940,-1.180,0.084,-0.530,-0.698,0.911,0.577,0.794,-0.146,0.290
0.495,1.110,-0.297,0.700,-0.045,-0.077,1.004,0.875,-1.939,-1.177
