,weight,bias
UTS_Al_1,-2.89,1.17
UTS_Al_2+Si,2.46,-1.33
UTS_AlSc2Si2,112.08,-1.17
YS_Al_1,-0.20,0.08
YS_Al_2+Si,-0.38,0.20
YS_AlSc2Si2,-32.77,0.34
EL_Al_1,2.86,-1.16
EL_Al_2+Si,-2.57,1.39
EL_AlSc2Si2,-120.59,1.26
