,weight,bias
UTS_Al_1,-8.32,219.66
UTS_Al_2,6.47,218.99
UTS_Si,6.58,219.02
UTS_AlSc2Si2,5.62,218.76
YS_Al_1,-0.88,121.94
YS_Al_2,-0.68,121.78
YS_Si,-0.58,121.79
YS_AlSc2Si2,-1.43,121.78
EL_Al_1,1.56,6.63
EL_Al_2,-1.44,6.74
EL_Si,-1.45,6.74
EL_AlSc2Si2,-1.38,6.79
