,weight,bias
UTS_Al_1,-2.24,0.91
UTS_Al_2,1.97,-0.95
UTS_Si,16.14,-0.97
UTS_AlSc2Si2,75.79,-0.79
YS_Al_1,-0.33,0.13
YS_Al_2,-0.29,0.14
YS_Si,-1.97,0.12
YS_AlSc2Si2,-26.79,0.28
EL_Al_1,3.46,-1.40
EL_Al_2,-3.62,1.74
EL_Si,-29.33,1.76
EL_AlSc2Si2,-154.03,1.61
