,PH_Al,PH_Al2,PH_Si,PH_AlSi2Sr,EL_Sr
126,0.5066477,0.0736382,0.047467425,0.0008870065,0.063
127,0.5066736,0.07083556,0.047464624,0.0008946657,0.0635
128,0.50669944,0.068033025,0.047461808,0.00090231,0.064
129,0.5067253,0.06523043,0.04745899,0.0009100139,0.0645
130,0.5067512,0.062427834,0.047456175,0.0009176582,0.065
131,0.50677705,0.059625268,0.04745336,0.0009253323,0.0655
132,0.5068029,0.056822658,0.047450528,0.0009329915,0.066
133,0.50682867,0.054020062,0.047447726,0.0009406507,0.0665
134,0.50685453,0.05121748,0.04744491,0.000948295,0.067
135,0.5068804,0.04841487,0.047442093,0.0009559542,0.0675
136,0.5069063,0.04561232,0.047439277,0.0009636283,0.068
137,0.50693214,0.042809784,0.04743646,0.0009712875,0.0685
138,0.506958,0.040007144,0.04743363,0.0009789467,0.069
139,0.5069839,0.03720458,0.04743083,0.0009866059,0.0695
140,0.50700974,0.034401983,0.047428012,0.0009942502,0.07
141,0.5070356,0.031599373,0.047425196,0.0010019094,0.0705
142,0.50706136,0.028796792,0.047422364,0.0010095537,0.071
143,0.50708723,0.025994197,0.047419548,0.0010172129,0.0715
144,0.5071131,0.02319163,0.047416747,0.0010248572,0.072
145,0.50713897,0.020389065,0.04741393,0.0010325462,0.0725
146,0.50716484,0.017586514,0.0474111,0.0010402054,0.073
147,0.5071907,0.014783859,0.047408298,0.0010478497,0.0735
148,0.5072166,0.011981294,0.047405466,0.0010555089,0.074
149,0.50724244,0.009178698,0.04740265,0.001063168,0.0745
150,0.5072683,0.0063761324,0.04739985,0.001070857,0.075
151,0.5072942,0.0035735816,0.047397017,0.0010785013,0.0755
152,0.5073199,0.0007709563,0.0473942,0.0010861605,0.076
153,0.50664866,-8.325279e-05,0.047391742,0.0010939091,0.0765
154,0.5051123,0.001480341,0.0473897,0.001101777,0.077
155,0.5035759,0.0030439496,0.04738769,0.0011096597,0.0775
156,0.50203943,0.004607618,0.047385648,0.0011175275,0.078
157,0.50050306,0.006171182,0.047383606,0.0011253953,0.0785
158,0.49896666,0.0077347755,0.047381595,0.0011332333,0.079
159,0.49743024,0.009298369,0.047379553,0.0011411309,0.0795
160,0.49589393,0.010862023,0.047377527,0.0011490285,0.08
161,0.4943575,0.012425587,0.047375485,0.0011568964,0.0805
162,0.49282107,0.01398927,0.047373444,0.0011647642,0.081
163,0.49128464,0.0155528635,0.047371432,0.001172632,0.0815
164,0.48974827,0.017116487,0.04736939,0.0011804998,0.082
165,0.4882119,0.01868011,0.047367364,0.0011883676,0.0825
166,0.48667547,0.02024369,0.047365323,0.0011962354,0.083
167,0.48513904,0.021807283,0.047363296,0.0012041032,0.0835
168,0.4836026,0.023370877,0.04736127,0.001211971,0.084
169,0.4820663,0.02493453,0.047359228,0.0012198687,0.0845
170,0.48052987,0.026498124,0.0473572,0.0012277216,0.085
171,0.47899345,0.028061718,0.047355175,0.0012356043,0.0855
172,0.47745696,0.029625371,0.047353134,0.0012434721,0.086
173,0.4759206,0.031188965,0.047351107,0.0012513399,0.0865
174,0.47438422,0.03275259,0.047349066,0.0012592375,0.087
175,0.47284785,0.034316152,0.047347054,0.0012670904,0.0875
176,0.47131142,0.03587982,0.047345012,0.0012749135,0.088
177,0.469775,0.037443385,0.04734297,0.0012827814,0.0885
178,0.46823856,0.03900695,0.047340944,0.0012906492,0.089
179,0.4667022,0.04057066,0.047338918,0.0012985468,0.0895
180,0.46516576,0.042134225,0.04733689,0.0013064146,0.09
181,0.4636294,0.04369788,0.04733485,0.0013142824,0.0905
182,0.46209297,0.045261413,0.047332823,0.0013221502,0.091
183,0.4605566,0.046825036,0.04733078,0.0013300478,0.0915
184,0.45902017,0.04838869,0.047328755,0.0013379157,0.092
185,0.45748374,0.04995233,0.04732673,0.0013457835,0.0925
186,0.4559473,0.051515892,0.047324702,0.0013536513,0.093
187,0.45441094,0.053079516,0.04732266,0.0013615191,0.0935
188,0.45287457,0.05464311,0.04732062,0.0013694018,0.094
189,0.45133814,0.056206763,0.047318593,0.0013772994,0.0945
190,0.4498017,0.05777031,0.047316566,0.0013851523,0.095
191,0.44826528,0.05933392,0.04731454,0.001393035,0.0955
192,0.44672886,0.06089762,0.047312513,0.0014008582,0.096
193,0.44519255,0.062461138,0.047310486,0.0014087558,0.0965
194,0.44365612,0.064024806,0.04730846,0.0014166236,0.097
195,0.44211975,0.065588385,0.04730642,0.0014244914,0.0975
196,0.44058326,0.06715199,0.047304377,0.0014323592,0.098
197,0.4390469,0.06871563,0.04730235,0.001440227,0.0985
198,0.43751052,0.07027924,0.047300324,0.0014481246,0.099
199,0.4359741,0.07184285,0.047298297,0.0014559776,0.0995
200,0.43443766,0.07340652,0.04729624,0.0014638454,0.1
201,0.43290123,0.07497007,0.047294214,0.0014716983,0.1005
202,0.43136486,0.076533675,0.047292203,0.0014795959,0.101
203,0.4298285,0.07809731,0.04729016,0.0014874637,0.1015
204,0.42829207,0.07966089,0.04728812,0.0014953464,0.102
205,0.42675564,0.08122453,0.047286108,0.0015031993,0.1025
206,0.4252192,0.08278811,0.04728408,0.0015110672,0.103
207,0.42368284,0.08435175,0.04728204,0.0015189648,0.1035
208,0.42214647,0.08591536,0.04728,0.0015268326,0.104
209,0.42061004,0.087478936,0.047277972,0.0015346855,0.1045
210,0.4190736,0.089042515,0.047275946,0.0015425384,0.105
211,0.41753718,0.09060618,0.04727392,0.0015503913,0.1055
212,0.41600087,0.09216982,0.047271878,0.0015582889,0.106
213,0.41446438,0.09373343,0.047269836,0.0015661418,0.1065
214,0.41292801,0.09529701,0.04726781,0.0015740097,0.107
215,0.4113916,0.09686062,0.047265768,0.0015818924,0.1075
216,0.40985516,0.098424226,0.04726374,0.0015897453,0.108
217,0.4083188,0.099987864,0.04726173,0.0015976429,0.1085
218,0.40678242,0.10155141,0.047259703,0.0016055405,0.109
219,0.405246,0.10311508,0.047257647,0.0016134083,0.1095
220,0.40370956,0.10467872,0.047255605,0.0016212761,0.11
221,0.4021732,0.10624227,0.047253594,0.0016291738,0.1105
222,0.40063682,0.10780594,0.047251567,0.0016370267,0.111
223,0.39910033,0.10936952,0.047249526,0.0016448945,0.1115
224,0.3975639,0.110933125,0.047247484,0.0016527623,0.112
225,0.3960276,0.11249673,0.047245458,0.0016606301,0.1125
226,0.39449117,0.11406028,0.04724343,0.0016685277,0.113
227,0.39295474,0.11562389,0.047241405,0.0016763806,0.1135
228,0.39141837,0.11718762,0.04723935,0.0016842335,0.114
229,0.38988194,0.1187512,0.047237337,0.0016920865,0.1145
230,0.3883455,0.12031478,0.04723531,0.0016999543,0.115
231,0.38680914,0.121878415,0.04723327,0.0017078519,0.1155
232,0.3852727,0.123441994,0.047231242,0.0017157197,0.116
233,0.38373628,0.1250056,0.047229216,0.0017235875,0.1165
234,0.3821999,0.12656921,0.04722719,0.0017314553,0.117
235,0.38066348,0.12813288,0.047225133,0.0017393231,0.1175
236,0.37912712,0.12969643,0.04722312,0.0017472208,0.118
237,0.3775907,0.1312601,0.04722108,0.0017550737,0.1185
238,0.37605432,0.13282362,0.047219068,0.0017629564,0.119
239,0.3745179,0.13438725,0.047217026,0.0017708242,0.1195
240,0.37298146,0.13595095,0.047214985,0.0017787069,0.12
241,0.3714451,0.13751453,0.04721296,0.0017865598,0.1205
242,0.3699086,0.13907808,0.04721093,0.0017944276,0.121
243,0.36848286,0.1405158,0.047208652,0.001802206,0.1215
244,0.3681555,0.14070201,0.047203913,0.0018091202,0.122
245,0.36782828,0.1408881,0.047199175,0.0018160939,0.1225
246,0.36750093,0.14107442,0.047194436,0.0018230379,0.123
247,0.36717364,0.14126065,0.047189713,0.0018299371,0.1235
248,0.36684635,0.14144683,0.04718496,0.001836896,0.124
249,0.366519,0.14163303,0.04718025,0.0018438399,0.1245
250,0.36619166,0.14181924,0.04717551,0.0018507838,0.125
