,weight,bias
UTS_Al_1,-2.97,1.20
UTS_Al_2,2.87,-1.38
UTS_Si,23.31,-1.40
UTS_AlSc2Si2,117.12,-1.23
YS_Al_1,-0.04,0.02
YS_Al_2,-0.62,0.30
YS_Si,-4.64,0.28
YS_AlSc2Si2,-41.24,0.43
EL_Al_1,2.68,-1.08
EL_Al_2,-2.70,1.30
EL_Si,-21.94,1.32
EL_AlSc2Si2,-112.52,1.18
