,weight,bias
UTS_Al_1,-54.13,244.91
UTS_Al_2,52.27,197.81
UTS_Si,425.20,197.44
UTS_AlSc2Si2,2136.23,200.59
YS_Al_1,-0.50,120.96
YS_Al_2,-7.91,124.56
YS_Si,-59.15,124.31
YS_AlSc2Si2,-525.56,126.26
EL_Al_1,3.96,5.63
EL_Al_2,-4.00,9.16
EL_Si,-32.45,9.19
EL_AlSc2Si2,-166.44,8.98
