,weight,bias
UTS_Al_1,-40.25,236.95
UTS_Al_2,35.83,203.39
UTS_Si,293.31,203.03
UTS_AlSc2Si2,1391.23,206.07
YS_Al_1,-3.22,122.87
YS_Al_2,-5.18,124.06
YS_Si,-36.89,123.78
YS_AlSc2Si2,-414.02,125.90
EL_Al_1,7.09,4.02
EL_Al_2,-7.36,10.43
EL_Si,-59.59,10.47
EL_AlSc2Si2,-311.13,10.15
